"species","plotID","uncertainty","x","y"
"Abies balsamea (L.) Mill.","UNDE_037",0.76,-89.5421600570063,46.2313192078493
"Abies balsamea (L.) Mill.","UNDE_037",0.75,-89.5419582445676,46.231384385145
"Abies balsamea (L.) Mill.","UNDE_037",0.77,-89.5422036252203,46.2312895003448
"Acer rubrum L.","UNDE_037",0.76,-89.5420970400224,46.2313268730345
"Acer saccharum Marshall","UNDE_037",0.76,-89.5420660415055,46.2313058180465
"Abies balsamea (L.) Mill.","UNDE_037",0.75,-89.5420128459473,46.2314542756173
"Betula alleghaniensis Britton","UNDE_037",0.78,-89.5418123763269,46.2313860656466
"Abies balsamea (L.) Mill.","UNDE_037",0.76,-89.5420274707554,46.2313105955848
"Abies balsamea (L.) Mill.","UNDE_037",0.75,-89.5419273040463,46.2314135513115
"Abies balsamea (L.) Mill.","UNDE_037",0.76,-89.5418670432584,46.2313454526868
"Acer rubrum L.","UNDE_037",0.78,-89.5418112251042,46.2313682435018
"Acer saccharum Marshall","UNDE_037",0.76,-89.5420673848906,46.2313085553432
"Acer rubrum L.","UNDE_037",0.76,-89.541841932638,46.2313236694898
"Acer rubrum L.","UNDE_037",0.76,-89.541841932638,46.2313236694898
"Abies balsamea (L.) Mill.","UNDE_037",0.78,-89.5417321716943,46.2314012004775
"Abies balsamea (L.) Mill.","UNDE_037",0.76,-89.541999314783,46.2312769634259
"Picea glauca (Moench) Voss","UNDE_037",0.75,-89.5419497096133,46.2314271675606
"Abies balsamea (L.) Mill.","UNDE_037",0.78,-89.5417411385516,46.2314448892484
"Abies balsamea (L.) Mill.","UNDE_037",0.78,-89.5417309803343,46.2314600297631
"Abies balsamea (L.) Mill.","UNDE_037",0.78,-89.5417386184387,46.23139521064
"Acer rubrum L.","UNDE_037",0.77,-89.5421811483472,46.2312898740973
"Acer rubrum L.","UNDE_037",0.77,-89.5421811483472,46.2312898740973
"Acer rubrum L.","UNDE_037",0.77,-89.5417927576102,46.2312948588608
"Acer rubrum L.","UNDE_037",0.76,-89.5418645411019,46.2313406806155
"Abies balsamea (L.) Mill.","UNDE_037",0.78,-89.541766721738,46.2314000236702
"Abies balsamea (L.) Mill.","UNDE_037",0.78,-89.5417229185802,46.2313862893501
"Betula alleghaniensis Britton","UNDE_037",0.78,-89.5417945600783,46.2314072552882
"Abies balsamea (L.) Mill.","UNDE_037",0.76,-89.5418699842782,46.2313700153104
"Acer rubrum L.","UNDE_037",0.77,-89.5421844282635,46.2313933879918
"Ostrya virginiana (Mill.) K. Koch","UNDE_037",0.78,-89.5418058790592,46.2314377904987
"Abies balsamea (L.) Mill.","UNDE_037",0.77,-89.5422402755805,46.2313125372216
